invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue
C566165,22423,REGENCY CAKESTAND 3 TIER,-1,9/9/2011 11:57,12.75,14911,EIRE,-12.75
C574487,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,-12,11/4/2011 12:57,1.25,14112,United Kingdom,-15
C578991,85204,HANGING WOOD AND FELT FLOWER,-1,11/27/2011 15:31,0.12,15555,United Kingdom,-0.12
C557965,20682,RED RETROSPOT CHILDRENS UMBRELLA,-1,6/24/2011 9:32,3.25,13115,United Kingdom,-3.25
C539448,20802,SMALL GLASS SUNDAE DISH CLEAR,-36,12/17/2010 16:25,0.42,15157,United Kingdom,-15.12
C555013,23112,PARISIENNE CURIO CABINET,-1,5/31/2011 10:44,7.5,12601,Germany,-7.5
C575626,23581,JUMBO BAG PAISLEY PARK,-1,11/10/2011 13:21,2.08,17651,United Kingdom,-2.08
C564488,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-9,8/25/2011 14:12,0.85,16859,United Kingdom,-7.65
C571507,22961,JAM MAKING SET PRINTED,-2,10/17/2011 15:24,1.45,13919,Denmark,-2.9
C560242,22501,PICNIC BASKET WICKER LARGE,-1,7/17/2011 12:03,9.95,14659,United Kingdom,-9.95
C575585,21259,VICTORIAN SEWING BOX SMALL ,-1,11/10/2011 11:57,5.95,15839,United Kingdom,-5.95
C572299,85066,CREAM SWEETHEART MINI CHEST,-1,10/23/2011 14:35,12.75,13598,United Kingdom,-12.75
C562773,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-2,8/9/2011 12:18,9.95,17841,United Kingdom,-19.9
C579764,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,11/30/2011 15:07,2.95,14936,Channel Islands,-2.95
C581229,79191C,RETRO PLASTIC ELEPHANT TRAY,-24,12/8/2011 10:14,0.85,12558,USA,-20.4
C555262,23298,SPOTTY BUNTING,-3,6/1/2011 15:39,4.95,12909,United Kingdom,-14.85
C569996,23221,REINDEER HEART DECORATION SILVER,-12,10/6/2011 20:38,0.83,15322,United Kingdom,-9.96
550800,22458,Missing,-65,4/20/2011 14:48,0,Guest,United Kingdom,0
C543918,71459,HANGING JAM JAR T-LIGHT HOLDER,-5,2/14/2011 13:42,0.85,12921,United Kingdom,-4.25
C569636,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-6,10/5/2011 12:14,2.95,12841,United Kingdom,-17.7
C553687,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-1,5/18/2011 14:01,1.25,15311,United Kingdom,-1.25
C539943,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,12/23/2010 11:36,1.25,14032,United Kingdom,-1.25
546145,21537,?,-80,3/9/2011 16:39,0,Guest,United Kingdom,0
C574443,23404,HOME SWEET HOME BLACKBOARD,-1,11/4/2011 11:41,4.95,13890,United Kingdom,-4.95
C569986,22824,3 TIER SWEETHEART GARDEN SHELF,-1,10/6/2011 19:52,35.95,16245,United Kingdom,-35.95
C576515,22689,DOORMAT MERRY CHRISTMAS RED ,-2,11/15/2011 12:16,8.25,13950,United Kingdom,-16.5
C560540,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,-1,7/19/2011 12:26,0.55,12415,Australia,-0.55
C550456,48185,DOORMAT FAIRY CAKE,-670,4/18/2011 13:08,6.75,15749,United Kingdom,-4522.5
C538164,35004B,SET OF 3 BLACK FLYING DUCKS,-1,12/9/2010 17:32,1.95,14031,United Kingdom,-1.95
C548834,M,Manual,-1,4/4/2011 13:09,2053.07,12744,Singapore,-2053.07
C568879,23256,CHILDRENS CUTLERY SPACEBOY ,-68,9/29/2011 12:38,3.75,14680,United Kingdom,-255
C554374,22900, SET 2 TEA TOWELS I LOVE LONDON ,-6,5/24/2011 11:27,3.25,15128,United Kingdom,-19.5
C567712,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-11,9/22/2011 10:08,3.75,13282,United Kingdom,-41.25
C545458,21539,RED RETROSPOT BUTTER DISH,-1,3/2/2011 17:19,4.95,13018,United Kingdom,-4.95
C567540,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-2,9/21/2011 10:00,3.75,12384,Switzerland,-7.5
C569554,22197,POPCORN HOLDER,-3,10/4/2011 17:51,0.85,16401,United Kingdom,-2.55
C555881,22556,PLASTERS IN TIN CIRCUS PARADE ,-1,6/7/2011 15:37,1.65,12473,Germany,-1.65
C579989,23415,HOME SWEET HOME HOOK,-5,12/1/2011 11:18,1.65,15745,United Kingdom,-8.25
C558110,23079,TOADSTOOL BEDSIDE LIGHT ,-2,6/26/2011 15:47,8.95,17731,United Kingdom,-17.9
C573092,20727,LUNCH BAG  BLACK SKULL.,-38,10/27/2011 14:38,1.45,13791,United Kingdom,-55.1
C564488,23145,ZINC T-LIGHT HOLDER STAR LARGE,-10,8/25/2011 14:12,0.95,16859,United Kingdom,-9.5
551431,44091A,Unknown,-2,4/28/2011 15:06,0,Guest,United Kingdom,0
551671,20734,Unknown,-10,5/3/2011 12:38,0,Guest,United Kingdom,0
C564138,20979,36 PENCILS TUBE RED RETROSPOT,-16,8/23/2011 11:36,1.25,12753,Japan,-20
C556647,82583,HOT BATHS METAL SIGN,-24,6/13/2011 16:14,2.1,13012,United Kingdom,-50.4
C577779,23057,BEADED CHANDELIER T-LIGHT HOLDER,-96,11/21/2011 16:11,1,Guest,United Kingdom,-96
C538874,82494L,WOODEN FRAME ANTIQUE WHITE ,-1,12/14/2010 15:16,2.95,12867,United Kingdom,-2.95
C550423,23051,RECYCLED ACAPULCO MAT BLUE,-1,4/18/2011 12:06,8.25,14403,United Kingdom,-8.25
547339,84406B,?,-450,3/22/2011 11:51,0,Guest,United Kingdom,0
C540307,22093,MOTORING TISSUE BOX,-12,1/6/2011 12:58,1.25,15823,United Kingdom,-15
C559830,M,Manual,-1,7/13/2011 9:49,0.48,16998,United Kingdom,-0.48
C547342,22423,REGENCY CAKESTAND 3 TIER,-2,3/22/2011 11:54,12.75,15044,United Kingdom,-25.5
C574065,22615,PACK OF 12 CIRCUS PARADE TISSUES ,-12,11/2/2011 14:43,0.39,13271,United Kingdom,-4.68
C573779,22928,YELLOW GIANT GARDEN THERMOMETER,-1,11/1/2011 10:57,5.95,16360,United Kingdom,-5.95
561526,21051,Unknown,-2,7/27/2011 17:40,0,Guest,United Kingdom,0
C557791,23181,BULL DOG BOTTLE TOP WALL CLOCK,-1,6/22/2011 16:36,8.25,14099,United Kingdom,-8.25
C564214,22457,NATURAL SLATE HEART CHALKBOARD ,-1,8/24/2011 9:20,2.95,16996,United Kingdom,-2.95
C538062,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-4,12/9/2010 13:40,1.65,17702,United Kingdom,-6.6
C545510,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,3/3/2011 11:56,7.95,15281,United Kingdom,-15.9
550763,84666,Unknown,-5,4/20/2011 12:11,0,Guest,United Kingdom,0
C561059,20725,LUNCH BAG RED RETROSPOT,-100,7/24/2011 13:26,1.45,13802,United Kingdom,-145
546018,85172,wrongly sold as sets,-600,3/8/2011 17:23,0,Guest,United Kingdom,0
C552841,22839,3 TIER CAKE TIN GREEN AND CREAM,-1,5/11/2011 14:28,14.95,15827,United Kingdom,-14.95
574577,21519,check,-80,11/4/2011 17:09,0,Guest,United Kingdom,0
C579935,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-6,12/1/2011 9:46,3.95,14188,United Kingdom,-23.7
C541852,21781,MA CAMPAGNE CUTLERY BOX,-1,1/23/2011 14:21,14.95,17841,United Kingdom,-14.95
C570828,90209C,PINK ENAMEL+GLASS HAIR COMB,-3,10/12/2011 13:15,2.1,14911,EIRE,-6.3
C551948,22659,LUNCH BOX I LOVE LONDON,-1,5/5/2011 11:21,1.65,17511,United Kingdom,-1.65
C543353,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-1,2/7/2011 13:41,1.25,16033,United Kingdom,-1.25
C567365,48188,DOORMAT WELCOME PUPPIES,-1,9/19/2011 16:59,8.25,15443,United Kingdom,-8.25
C543755,22311,OFFICE MUG WARMER BLACK+SILVER ,-6,2/11/2011 14:48,2.95,14304,United Kingdom,-17.7
C539565,22649,STRAWBERRY FAIRY CAKE TEAPOT,-4,12/20/2010 11:56,4.25,14113,United Kingdom,-17
565306,21830,sold as 1,-252,9/2/2011 12:20,0,Guest,United Kingdom,0
C555636,22675,FRENCH KITCHEN SIGN BLUE METAL,-12,6/6/2011 12:33,1.25,15073,United Kingdom,-15
C563918,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,8/21/2011 13:47,1.45,14572,United Kingdom,-1.45
C578371,21973,SET OF 36 MUSHROOM PAPER DOILIES,-1,11/24/2011 11:16,1.45,14410,United Kingdom,-1.45
C575669,23462,ROCOCO WALL MIRROR WHITE,-1,11/10/2011 15:00,19.95,12417,Belgium,-19.95
C569996,79066K,RETRO MOD TRAY,-1,10/6/2011 20:38,0.85,15322,United Kingdom,-0.85
C548355,22698,PINK REGENCY TEACUP AND SAUCER,-6,3/30/2011 15:06,2.95,12921,United Kingdom,-17.7
C575608,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,-3,11/10/2011 12:38,3.75,16133,United Kingdom,-11.25
C547808,21257,VICTORIAN SEWING BOX MEDIUM,-1,3/25/2011 13:42,7.95,13014,United Kingdom,-7.95
C545677,21843,RED RETROSPOT CAKE STAND,-1,3/6/2011 10:48,9.95,14543,United Kingdom,-9.95
C570066,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-2,10/7/2011 11:09,1.65,16523,United Kingdom,-3.3
C539640,21668,RED STRIPE CERAMIC DRAWER KNOB,-1,12/20/2010 15:27,1.06,15311,United Kingdom,-1.06
C544780,37370,RETRO COFFEE MUGS ASSORTED,-5,2/23/2011 12:05,1.06,16701,United Kingdom,-5.3
C551551,22719,GUMBALL MONOCHROME COAT RACK,-2,5/3/2011 10:08,1.25,17841,United Kingdom,-2.5
C560589,21868,POTTING SHED TEA MUG,-11,7/19/2011 15:50,1.25,15249,United Kingdom,-13.75
C542138,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,-32,1/25/2011 17:21,0.42,17368,United Kingdom,-13.44
C560540,21936,RED RETROSPOT PICNIC BAG,-1,7/19/2011 12:26,2.95,12415,Australia,-2.95
C557663,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-12,6/21/2011 17:59,1.95,Guest,EIRE,-23.4
C564940,23207,LUNCH BAG ALPHABET DESIGN,-250,8/31/2011 13:10,1.45,12931,United Kingdom,-362.5
C556268,22180,RETROSPOT LAMP,-1,6/9/2011 19:34,9.95,13317,United Kingdom,-9.95
C550176,22768,FAMILY PHOTO FRAME CORNICE,-1,4/14/2011 17:13,9.95,14619,United Kingdom,-9.95
C548532,84406B,CREAM CUPID HEARTS COAT HANGER,-24,3/31/2011 17:16,4.15,14031,United Kingdom,-99.6
C575665,23113,PANTRY CHOPPING BOARD,-1,11/10/2011 14:54,4.95,17442,United Kingdom,-4.95
C542793,22111,SCOTTIE DOG HOT WATER BOTTLE,-72,2/1/2011 10:52,4.25,14113,United Kingdom,-306
C556793,22697,GREEN REGENCY TEACUP AND SAUCER,-1,6/14/2011 13:54,2.95,12818,Austria,-2.95
551672,84631,Unknown,-4,5/3/2011 12:39,0,Guest,United Kingdom,0
C552019,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-1,5/5/2011 17:46,0.85,14227,United Kingdom,-0.85
C560855,22899,CHILDREN'S APRON DOLLY GIRL ,-1,7/21/2011 13:00,2.1,14410,United Kingdom,-2.1
C572226,23239,SET OF 4 KNICK KNACK TINS POPPIES,-3,10/21/2011 13:58,4.15,15321,United Kingdom,-12.45
C559347,M,Manual,-1,7/7/2011 17:22,9.36,18072,United Kingdom,-9.36
C560540,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,7/19/2011 12:26,4.95,12415,Australia,-4.95
C568416,22193,RED DINER WALL CLOCK,-1,9/27/2011 11:08,7.65,14866,United Kingdom,-7.65
C542537,22195,LARGE HEART MEASURING SPOONS,-1,1/28/2011 13:54,1.65,12501,Germany,-1.65
C579347,22584,PACK OF 6 PANETTONE GIFT BOXES,-14,11/29/2011 11:47,2.55,17658,United Kingdom,-35.7
C573037,22423,REGENCY CAKESTAND 3 TIER,-11,10/27/2011 13:45,10.95,12471,Germany,-120.45
C543039,22768,FAMILY PHOTO FRAME CORNICE,-1,2/2/2011 16:31,9.95,16992,United Kingdom,-9.95
C562522,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,8/5/2011 12:49,8.5,13813,Germany,-8.5
578478,72807C,???missing,-428,11/24/2011 12:45,0,Guest,United Kingdom,0
C542730,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,1/31/2011 15:27,2.95,13506,United Kingdom,-2.95
C551195,22501,PICNIC BASKET WICKER LARGE,-8,4/27/2011 11:25,8.5,13113,United Kingdom,-68
C559939,22150,3 STRIPEY MICE FELTCRAFT,-6,7/14/2011 10:19,1.95,14426,United Kingdom,-11.7
C569985,20725,LUNCH BAG RED RETROSPOT,-10,10/6/2011 19:51,1.65,15365,United Kingdom,-16.5
C571045,21731,RED TOADSTOOL LED NIGHT LIGHT,-12,10/13/2011 13:32,1.65,15606,United Kingdom,-19.8
C556522,22920,HERB MARKER BASIL,-1515,6/13/2011 11:21,0.55,16938,United Kingdom,-833.25
C556966,22072,RED RETROSPOT TEA CUP AND SAUCER ,-2,6/16/2011 9:55,3.75,13523,United Kingdom,-7.5
C557047,22839,3 TIER CAKE TIN GREEN AND CREAM,-1,6/16/2011 14:36,14.95,13488,United Kingdom,-14.95
C558727,22423,REGENCY CAKESTAND 3 TIER,-1,7/1/2011 14:35,10.95,12709,Germany,-10.95
C568580,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-1,9/28/2011 9:57,4.95,12566,Germany,-4.95
C537853,79000,MOROCCAN TEA GLASS,-1,12/8/2010 15:57,0.85,13370,United Kingdom,-0.85
C547502,22175,PINK OWL SOFT TOY,-1,3/23/2011 12:42,2.95,14513,United Kingdom,-2.95
C571707,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,-1,10/18/2011 15:33,1.45,14056,United Kingdom,-1.45
C578062,23245,SET OF 3 REGENCY CAKE TINS,-4,11/22/2011 15:30,4.95,12471,Germany,-19.8
C566742,22914,BLUE COAT RACK PARIS FASHION,-1,9/14/2011 14:56,4.95,17422,United Kingdom,-4.95
C567714,22962,JAM JAR WITH PINK LID,-6,9/22/2011 10:11,0.85,16316,United Kingdom,-5.1
C564207,75049L,LARGE CIRCULAR MIRROR MOBILE,-35,8/24/2011 9:06,0.85,15270,United Kingdom,-29.75
C577360,21137,BLACK RECORD COVER FRAME,-4,11/18/2011 16:12,3.75,13012,United Kingdom,-15
C546131,21531,RED RETROSPOT SUGAR JAM BOWL,-1,3/9/2011 15:08,2.55,16057,United Kingdom,-2.55
C562375,23175,REGENCY MILK JUG PINK ,-48,8/4/2011 14:46,2.75,14911,EIRE,-132
C551464,22271,FELTCRAFT DOLL ROSIE,-6,4/28/2011 16:15,2.95,13085,United Kingdom,-17.7
C546529,22502,PICNIC BASKET WICKER SMALL,-1,3/14/2011 13:05,5.95,15502,United Kingdom,-5.95
C542424,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,1/28/2011 9:18,1.25,18075,United Kingdom,-1.25
C544669,22423,REGENCY CAKESTAND 3 TIER,-1,2/22/2011 15:22,12.75,18055,United Kingdom,-12.75
C550475,85152,HAND OVER THE CHOCOLATE   SIGN ,-2,4/18/2011 13:59,1.85,13798,United Kingdom,-3.7
C574922,23297,SET 40 HEART SHAPE PETIT FOUR CASES,-4,11/7/2011 16:39,1.65,15502,United Kingdom,-6.6
C555409,22699,ROSES REGENCY TEACUP AND SAUCER ,-7,6/3/2011 9:18,2.55,13854,United Kingdom,-17.85
C569996,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,10/6/2011 20:38,0.85,15322,United Kingdom,-10.2
C571860,82583,HOT BATHS METAL SIGN,-1,10/19/2011 13:42,2.1,14175,United Kingdom,-2.1
C557487,21877,HOME SWEET HOME MUG,-19,6/20/2011 14:44,1.25,14796,United Kingdom,-23.75
C544413,22364,GLASS JAR DIGESTIVE BISCUITS,-6,2/18/2011 14:36,2.95,14760,United Kingdom,-17.7
C550808,22698,PINK REGENCY TEACUP AND SAUCER,-1,4/20/2011 15:57,2.95,14323,United Kingdom,-2.95
C575608,35970,ZINC FOLKART SLEIGH BELLS,-11,11/10/2011 12:38,1.49,16133,United Kingdom,-16.39
C570775,POST,POSTAGE,-1,10/12/2011 11:45,18,12664,Finland,-18
C559747,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-5,7/12/2011 11:23,1.95,17069,United Kingdom,-9.75
C561613,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,7/28/2011 12:46,1.25,14194,United Kingdom,-1.25
C537251,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-9,12/6/2010 10:45,2.55,Guest,United Kingdom,-22.95
C539640,35004C,SET OF 3 COLOURED  FLYING DUCKS,-3,12/20/2010 15:27,4.65,15311,United Kingdom,-13.95
549330,84251J,Unknown,-28,4/8/2011 10:53,0,Guest,United Kingdom,0
549143,84597C,Unknown,-17,4/6/2011 15:27,0,Guest,United Kingdom,0
556289,20823,Unknown,-102,6/10/2011 9:23,0,Guest,United Kingdom,0
C567688,23284,DOORMAT KEEP CALM AND COME IN,-6,9/21/2011 16:48,6.75,13282,United Kingdom,-40.5
549460,20716,Unknown,-82,4/8/2011 14:20,0,Guest,United Kingdom,0
C574584,22423,REGENCY CAKESTAND 3 TIER,-24,11/4/2011 18:11,10.95,15482,United Kingdom,-262.8
C574712,23407,SET OF 2 TRAYS HOME SWEET HOME,-1,11/6/2011 14:25,9.95,14502,United Kingdom,-9.95
C548830,M,Manual,-1,4/4/2011 13:08,1252.95,12744,Singapore,-1252.95
C549824,22698,PINK REGENCY TEACUP AND SAUCER,-1,4/12/2011 12:43,2.95,15189,United Kingdom,-2.95
C567978,22270,HAPPY EASTER HANGING DECORATION,-2,9/23/2011 10:40,3.75,14546,United Kingdom,-7.5
C548460,48187,DOORMAT NEW ENGLAND,-2,3/31/2011 11:58,7.95,16801,United Kingdom,-15.9
C541233,22439,6 ROCKET BALLOONS ,-4,1/14/2011 17:00,0.65,13107,United Kingdom,-2.6
C562147,22697,GREEN REGENCY TEACUP AND SAUCER,-1,8/3/2011 10:47,2.95,16180,United Kingdom,-2.95
C541650,M,Manual,-1,1/20/2011 11:44,544.4,Guest,United Kingdom,-544.4
C571862,23355,HOT WATER BOTTLE KEEP CALM,-5,10/19/2011 13:45,4.95,13422,United Kingdom,-24.75
C569916,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-8,10/6/2011 17:00,1.25,13777,United Kingdom,-10
C549437,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,4/8/2011 12:37,9.95,13005,United Kingdom,-19.9
C569636,22470,HEART OF WICKER LARGE,-1,10/5/2011 12:14,2.95,12841,United Kingdom,-2.95
C549549,22655,VINTAGE RED KITCHEN CABINET,-1,4/10/2011 11:37,125,16359,United Kingdom,-125
576436,22943,check,-26,11/15/2011 11:27,0,Guest,United Kingdom,0
C570867,23289,DOLLY GIRL CHILDRENS BOWL,-8,10/12/2011 16:17,1.25,12607,USA,-10
C576248,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-1,11/14/2011 13:47,0.83,16639,United Kingdom,-0.83
C571251,22625,RED KITCHEN SCALES,-2,10/14/2011 16:57,8.5,13814,Germany,-17
C569318,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,10/3/2011 12:14,2.95,13505,Switzerland,-2.95
C552015,22332,SKULLS PARTY BAG + STICKER SET,-1,5/5/2011 17:37,1.65,16722,United Kingdom,-1.65
C576670,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,11/16/2011 11:55,1.95,16393,United Kingdom,-1.95
C557516,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,6/20/2011 17:07,3.29,17651,United Kingdom,-6.58
C550181,23204,CHARLOTTE BAG APPLES DESIGN,-5,4/14/2011 17:43,0.85,13069,United Kingdom,-4.25
C576868,23581,JUMBO BAG PAISLEY PARK,-1,11/16/2011 16:19,2.08,18263,United Kingdom,-2.08
C570867,22048,BIRTHDAY BANQUET GIFT WRAP,-25,10/12/2011 16:17,0.42,12607,USA,-10.5
C565962,21156,RETROSPOT CHILDRENS APRON,-1,9/8/2011 11:25,1.95,14410,United Kingdom,-1.95
558741,37444C,Unknown,-1,7/1/2011 15:52,0,Guest,United Kingdom,0
C556294,22960,JAM MAKING SET WITH JARS,-2,6/10/2011 9:34,4.25,15108,European Community,-8.5
C553906,21313,GLASS HEART T-LIGHT HOLDER ,-2,5/19/2011 18:13,0.85,16554,United Kingdom,-1.7
C570573,21306,SET/4 DAISY MIRROR MAGNETS,-18,10/11/2011 11:25,0.29,14997,United Kingdom,-5.22
C540246,21733,RED HANGING HEART T-LIGHT HOLDER,-1,1/5/2011 15:43,2.55,13081,United Kingdom,-2.55
542550,20910,Unknown,-1,1/28/2011 14:45,0,Guest,United Kingdom,0
C542426,22398,MAGNETS PACK OF 4 SWALLOWS,-12,1/28/2011 9:32,1.25,14146,United Kingdom,-15
C555384,23199,JUMBO BAG APPLES,-1,6/2/2011 15:20,2.08,13534,United Kingdom,-2.08
C543039,84946,ANTIQUE SILVER TEA GLASS ETCHED,-2,2/2/2011 16:31,1.25,16992,United Kingdom,-2.5
C566758,23174,REGENCY SUGAR BOWL GREEN,-1,9/14/2011 16:05,4.15,14292,United Kingdom,-4.15
C570203,40001,WHITE BAMBOO RIBS LAMPSHADE,-3,10/7/2011 16:49,0.64,15311,United Kingdom,-1.92
C538350,21181,PLEASE ONE PERSON METAL SIGN,-2,12/10/2010 15:01,1.85,13798,United Kingdom,-3.7
C542366,15056N,EDWARDIAN PARASOL NATURAL,-1,1/27/2011 12:54,4.25,13777,United Kingdom,-4.25
C573759,23293,SET OF 12 FAIRY CAKE BAKING CASES,-8,11/1/2011 9:51,0.83,17193,United Kingdom,-6.64
C538887,21843,RED RETROSPOT CAKE STAND,-1,12/14/2010 16:19,10.95,13198,United Kingdom,-10.95
C578377,22922,FRIDGE MAGNETS US DINER ASSORTED,-120,11/24/2011 11:44,0.72,14277,France,-86.4
C571925,85185B,PINK HORSE SOCK PUPPET KIT,-1,10/19/2011 16:31,2.95,13115,United Kingdom,-2.95
C552031,22423,REGENCY CAKESTAND 3 TIER,-14,5/5/2011 18:14,10.95,13089,United Kingdom,-153.3
C555269,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-5,6/1/2011 16:21,0.85,15140,United Kingdom,-4.25
C566467,22384,LUNCH BAG PINK POLKADOT,-14,9/12/2011 18:04,1.65,14688,United Kingdom,-23.1
C548488,22891,TEA FOR ONE POLKADOT,-1,3/31/2011 13:03,4.25,16638,United Kingdom,-4.25
C553904,22897,OVEN MITT APPLES DESIGN,-11,5/19/2011 18:10,1.45,13081,United Kingdom,-15.95
C554336,23199,JUMBO BAG APPLES,-2,5/23/2011 17:20,2.08,12474,Germany,-4.16
C545728,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,3/7/2011 11:41,8.5,12484,Spain,-8.5
C575158,22191,IVORY DINER WALL CLOCK,-1,11/8/2011 16:20,8.5,15251,United Kingdom,-8.5
C540852,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-12,1/12/2011 9:48,34.95,15197,United Kingdom,-419.4
561501,21278,Unknown,-1,7/27/2011 14:13,0,Guest,United Kingdom,0
C559030,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-2,7/5/2011 14:51,4.15,16571,United Kingdom,-8.3
561540,84279B,Unknown,-1,7/28/2011 10:08,0,Guest,United Kingdom,0
C574083,22491,PACK OF 12 COLOURED PENCILS,-12,11/2/2011 16:39,0.85,15521,United Kingdom,-10.2
C581409,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-2,12/8/2011 14:08,3.29,12476,Germany,-6.58
C546535,47566B,TEA TIME PARTY BUNTING,-1,3/14/2011 14:11,4.25,15502,United Kingdom,-4.25
C562375,23173,REGENCY TEAPOT ROSES ,-24,8/4/2011 14:46,8.15,14911,EIRE,-195.6
C549437,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-2,4/8/2011 12:37,9.95,13005,United Kingdom,-19.9
C550009,M,Manual,-1,4/14/2011 10:24,57.6,16422,United Kingdom,-57.6
542367,82583,Unknown,-30,1/27/2011 12:57,0,Guest,United Kingdom,0
C550642,22605,WOODEN CROQUET GARDEN SET,-1,4/19/2011 16:09,12.75,15027,United Kingdom,-12.75
C554346,23118,PARISIENNE JEWELLERY DRAWER ,-1,5/23/2011 17:48,7.5,18260,United Kingdom,-7.5
C565615,23348,CHILDRENS TOY COOKING UTENSIL SET,-6,9/5/2011 15:20,2.08,12683,France,-12.48
C538059,48188,DOORMAT WELCOME PUPPIES,-2,12/9/2010 13:38,7.95,14205,United Kingdom,-15.9
C567360,22744,MAKE YOUR OWN MONSOON CARD KIT,-2,9/19/2011 16:37,2.95,13860,United Kingdom,-5.9
569881,90014C,Unknown,-8,10/6/2011 15:14,0,Guest,United Kingdom,0
C566469,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-1,9/12/2011 18:15,1.65,13709,United Kingdom,-1.65
C546234,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,-6,3/10/2011 12:31,2.95,13599,United Kingdom,-17.7
C546894,22461,SAVOY ART DECO CLOCK,-1,3/17/2011 18:21,12.75,14334,United Kingdom,-12.75
C571860,23423,PANTRY 3 HOOK ROLLING PIN HANGER,-1,10/19/2011 13:42,3.75,14175,United Kingdom,-3.75
C567624,23356,LOVE HOT WATER BOTTLE,-5,9/21/2011 12:50,5.95,13448,United Kingdom,-29.75
C553031,21533,RETROSPOT LARGE MILK JUG,-3,5/12/2011 19:43,4.95,13908,United Kingdom,-14.85
C554517,23111,PARISIENNE SEWING BOX,-1,5/24/2011 16:55,12.5,15434,United Kingdom,-12.5
C572529,23409,PHOTO FRAME LINEN AND LACE LARGE,-6,10/24/2011 15:52,3.75,17675,United Kingdom,-22.5
C549430,22333,RETROSPOT PARTY BAG + STICKER SET,-1,4/8/2011 12:09,1.65,13846,United Kingdom,-1.65
C570122,22066,LOVE HEART TRINKET POT,-4,10/7/2011 12:58,0.39,15874,United Kingdom,-1.56
C569636,22994,TRAVEL CARD WALLET RETROSPOT,-1,10/5/2011 12:14,0.42,12841,United Kingdom,-0.42
C557658,22178,VICTORIAN GLASS HANGING T-LIGHT,-2,6/21/2011 17:41,1.25,13630,United Kingdom,-2.5
C577849,22947,WOODEN ADVENT CALENDAR RED,-2,11/22/2011 10:59,7.95,14534,United Kingdom,-15.9
C577196,48129,DOORMAT TOPIARY,-1,11/18/2011 11:45,8.25,16924,United Kingdom,-8.25
C548487,22637,PIGGY BANK RETROSPOT ,-8,3/31/2011 12:57,2.55,14952,United Kingdom,-20.4
C568649,23031,DRAWER KNOB CRACKLE GLAZE PINK,-4,9/28/2011 11:51,1.65,16626,United Kingdom,-6.6
554133,84596J,Unknown,-3,5/23/2011 9:46,0,Guest,United Kingdom,0
C560409,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-4,7/18/2011 14:24,6.95,16717,United Kingdom,-27.8
C577779,23055,IVORY CHANDELIER T-LIGHT HOLDER,-96,11/21/2011 16:11,1,Guest,United Kingdom,-96
C580179,21231,SWEETHEART CERAMIC TRINKET BOX,-3,12/2/2011 11:58,1.25,13352,United Kingdom,-3.75
C548454,M,Manual,-1,3/31/2011 11:42,5.7,16422,United Kingdom,-5.7
